Book,AverageRating
671877038,9
671877046,8.25
671877062,10
671877070,9.5
671877119,5
671877135,6.7
671877151,8
067187716X,8
671877208,5
671877216,8
671877224,9
671877232,9
671877240,5
671877313,8
067187733X,6
671877364,7
671877399,4.6666665
671877402,7
671877410,9
671877429,5
671877437,9.333333
671877445,7.7777777
671877461,9
067187747X,5
671877496,9.5
067187750X,7.6
671877526,7
671877534,6
671877550,6.8
671877569,7
671877682,5
671877690,9
671877704,8
671877747,6
671877763,7
067187778X,9.5
671877798,8
067187781x,8
671877828,7
671877836,9.25
671877844,4
671877895,6.5
671877933,10
671877941,8
067187795X,7
671877968,5
671877992,7.3333335
671878086,9
067187845X,9.2
671878468,10
671878506,7
671878522,7
671878530,7.6666665
671878549,8
671878573,9
671878611,5
671878638,8.666667
671878646,7.5
671878654,10
671878662,8
671878670,7.4
671878697,9
671878700,7
671878719,8.5
671878727,7
671878751,7.5
067187876X,6.6666665
671878778,9.5
671878786,8
671878794,7.6666665
671878816,4
671878832,6
671878840,6
671878859,10
671878867,7
671878921,10
067187893X,10
671879030,9
671879448,6.3333335
671879456,7
671879464,10
671879472,8
671879480,10
671879499,6
671879510,10
671879529,6
671879634,5
067187974X,8
671879979,8
671880012,5
671880160,5.5
671880179,5
671880187,7.8863635
671880241,6
671880292,10
671880306,6.4
671880314,8.305555
671880365,2.5
671880454,7.3333335
671880489,6
671880527,5
671880551,8
671880594,7
671880608,7.4117646
671880616,6.5
671880640,9
671880748,5
671880799,10
671880845,4.3333335
067188090X,6.6666665
671880926,10
671881027,5
671881035,8
671881140,5.5
671881159,7.3333335
671881167,7
671881175,6.8
671881213,8
671881604,7.3333335
671881612,6.75
671881841,9
671881884,8.25
671881949,8
671882031,6
067188218X,6
671882198,5
671882201,6
671882287,8
671882317,6.75
671882368,8.75
671882392,5
671882430,10
671882538,10
671882678,7.428571
671882902,7
671882988,5
671883208,5
671883216,6.5
671883224,9
671883402,9.5
671883410,7.1666665
671883429,7.75
671883658,8.666667
671883836,8
671883895,8
671883909,6.5
671883925,8
671884085,6.5
671884093,7.5
067188414X,7.25
671884271,7.6666665
067188428X,6.75
671884298,7.428571
671884395,8
671884433,9
671884484,6.2
671884581,9
067188459X,5.5
671884689,9
671885073,5
067188512X,9
671885146,7
671885170,9
671885243,7
067188526X,8
671885332,6.714286
671885367,7
671885545,5
671885618,8.333333
671885626,7
671885634,7.3333335
671885642,9
671885650,7.3333335
671885677,7
067188591X,8
671885987,10
671885995,8
671886142,10
671886290,7.142857
671886525,4
671886665,7.6896553
671887076,5
671887165,7
671887173,6.375
671887246,7
671887254,7
671887289,7
671887297,6
671887424,8
671887475,4
671887572,8
671887696,6
067188784X,9
671887947,6.5
671887955,7.6666665
671887963,6.4
671887971,8.666667
671888021,7.6666665
067188803X,8
671888048,7
671888110,10
671888250,8
671888285,6.3333335
671888587,7.5555553
671888722,10
671888773,7
671889869,8.25
671890077,6.3333335
671890085,8.75
671890271,7
671890344,4
671890751,9
0671890751BC,8
671890778,8
671890816,6
671890840,7
671890867,8
671890913,8
671891049,8.5
671891065,7
671891081,8.142858
067189109X,6.125
671891197,6
671891227,8
671891510,7.6666665
671891529,8
671891537,9
671891634,7
671891650,6.3333335
671891677,8
671891685,7.5
671891871,6
671892010,9.5
671892177,9
671892258,5.75
671892398,5
671892401,5
671892460,5
671892495,7
671892525,8
671892614,8.6
671892649,8
671892673,8
671892886,9
671893122,10
671894234,7.5
671894242,5
671894250,9
671894285,9
671894293,5.5
671894307,5
671894315,8
671894390,6.5
671894404,9
671894412,7.25
671894455,7.42
671894536,7.6666665
671894560,4
671894579,10
671894722,5
671896318,8
671896326,7
671896334,7
671896563,8
671896717,7.5
671896725,6
671896741,6
671896768,7.8
671896776,4.5
671896814,9
671896946,5.6666665
671896962,9
671897020,6.3333335
671897071,8.333333
671897160,8
671897179,4
671897519,6.6666665
671897527,6.3333335
671897810,6
671897896,7
671898019,5
671898043,8.5
067189806X,5
671898108,8
671898264,6.2
671898469,10
671898493,6.8333335
671898574,7.5
671898582,6
671898744,7
671898841,8.125
671899007,7.6666665
671899333,6.6
671899341,5
671899406,7
671899422,7
671899481,7.6666665
067189952X,6.75
671899538,6
671899546,6.5
671899562,8
671899597,7.5
671899619,8.4
671899996,10
671919458,5
671922548,5
671955209,9
671955543,5
671956019,10
671989264,9
671993755,7
671999285,6
0671=001132,8
672207958,5
672220164,8
672225034,8
672225158,7
672226820,6
672273136,7
672301687,7
672301717,6
067230466X,7
672305224,7
672305348,5
672306670,7
672307456,5
672308401,7
672308851,8
672309785,4
672310120,8
672310406,5
672310678,5.5
672310708,9
672311070,6
067231116X,7
672311402,5
672311623,8
672312980,6
672312999,5
672313065,6
672313200,9
672313251,8
672313626,6
067231438X,7
672314983,7
672315009,5
672315092,8
672315238,6
672315335,7
672315459,7
672315645,3
672316382,5
672317206,4
672317249,7
672317354,7
672317788,9
672317842,7
672317885,5
672318326,5
672318458,1
672319004,10
672319187,5
672319241,10
672319586,3
067231973X,8
672319772,5
672319942,8
672320304,8
672320312,10
672320762,5
067232105X,6
672322544,9
672324229,5
672324717,8
067232525X,7
067232542X,9
672484404,7
067248448X,7
672484900,7
672503506,10
672504774,7
672519909,10
067252001X,6
067252080X,8
067252161X,5
672522012,8
672522675,8
672526565,10
672527294,7
672601664,10
067260244X,7
672602563,10
672604698,10
672606690,9
067263080X,7
672981009,7
673079678,7
673150860,5
673154726,5
673155455,10
673157202,10
673158993,7.5
673160041,7
673166244,5
067318160X,6
673181731,8
673184749,10
673185338,6
673271285,10
67334577,10
067335086X,9
673361918,5
673362000,8
673363287,8
673388638,9
673388735,10
673393585,6
673393976,7
673397394,8
673398595,10
673398765,7
673461750,3
673463877,8
067346489X,6
673466248,7
673467856,10
673469271,5
067346962X,5
673520021,10
673520064,10
673520951,7
673521028,8
673521036,5
673521192,5
673521214,7
067352132X,6.5
673521850,6
673522393,8
673522407,8
673523241,10
673523632,9
673523896,5
067352390X,5
673524396,10
067352440X,8
673524841,5
673525104,8
673583503,10
673596435,10
673733645,5
673800334,10
673801012,8
673980111,10
673980693,5
673980944,9
067399094X,10
673992004,7
673992012,7
673993817,7
067399449X,8
673995526,1
673995623,5
673999866,10
674002113,10
674002709,5
674003942,10
674004124,8
674004329,8
674004418,6.5
674005899,8
067400633X,7
674006712,3.5
067400728X,10
674008642,8
674009363,7
674010175,10
674011813,10
674012941,5
674040805,6
674068807,6
674069412,7
674076249,5
674078551,10
674094514,10
674116631,9
674154215,4.5
674160827,6
674194241,10
674196376,7
067420770X,9
674212983,8.5
674242416,10
674242548,8
674287509,10
674291417,10
674298748,1
674306880,6
674314514,8
674354427,8
674356608,10
674362500,9.5
674367693,7
674382269,9
674383311,8
674400011,8
674403673,8
674405676,9
674443020,10
674443624,6
674445430,8
674445449,8
674445554,9
674447271,5
67444745,7.6666665
674447468,7.6666665
674452569,8
674463676,4.5
067446866X,5
674471849,7
674479408,5
674503589,10
674511255,8
674535812,8
674539095,8
674566769,8
674576241,9
674576330,8.5
674589157,7
674591534,7
674613511,10
674637526,9.666667
674639278,10
674641612,10
674654609,5
674663233,8
674663241,8
674697375,10
674704940,6
067473906X,8.5
674741137,8
674748883,4
674749316,7
674766911,7.3333335
674785266,6
674795156,7
674805518,7
674805704,6
674810406,7
674810511,10
674824261,5
674854292,7
674880145,9
674896467,3
674948394,10
674951212,7
674951298,7
674951867,10
674953835,8
674961889,5
674962028,6
674990633,8
674990811,10
674992008,9
675010845,7
675054761,5
675087546,5
675098327,7
675200318,8
675201950,5
675206022,8
675207207,10
67520829704,8
675210682,8
675211018,10
067521162X,7
067521310X,7
675213207,9
675214076,7
675222966,10
6761039970,7
676192152,8
067635615X,6
676396860,8
676510787,7
676540643,9
676600727,10
676601510,8.5
676601804,4
676795234,9
676902030,5
676902154,8
676970087,7.4166665
676970141,5
067697046X,6
676970486,8.666667
676970532,9
067697063X,8
676970656,7.5
676970745,7
676970753,6.6666665
676970788,4
676970796,8
676970869,8.25
676970877,8
676970885,9
067697094X,7.6666665
676970958,8
676971008,6.3333335
676971024,7
676971075,8
676971091,4
676971113,9
067697113X,4
067697113x,9
676971148,7.6666665
676971164,7
067697127X,8
676971288,8
676971377,8
676971395,8
676971411,5
676971423,5.6666665
676971482,6
676971490,7.6666665
676971598,10
676971601,9.5
067697161X,9
676971628,10
676971687,5.5
676971695,8
676971709,7
676971741,8.5
067697175X,8.72973
676971768,8
676971822,8.5
676971849,9
676971865,8.5
676971873,8
676971903,5
676971946,7.75
676971954,7.5
676971962,9
676971997,6.6666665
676972128,8
676972144,8
676972152,7.2727275
676972179,6.5
067697225X,7.5
676972284,7
676972357,5
676972403,7
676972411,7.5833335
676972470,6
676972578,5.857143
676972586,10
676972594,7
676972608,6.5
676972616,7
676972640,3
676972659,10
676972705,6
676972802,7
676972829,8.083333
676972853,6.428571
676972888,8
676972896,5.5
676972918,8
676972934,5
676972950,7
676972962,10
676972977,7
067697306X,6.6666665
67697309,8
676973094,7.2222223
676973116,10
676973167,6
676973175,5.5
676973183,7.428571
676973213,6
676973221,10
676973256,9
676973264,7
676973280,6
676973345,8
676973353,4
676973418,8.5
676973469,7
676973493,7
676973590,8
676973604,8.571428
676973612,7.25
676973620,8
676973647,10
676973655,6.2272725
676973760,8.75
676973779,8.266666
676973787,6
676973817,8
676973825,6.5
676973833,6
676973841,9
067697385X,5
676973868,6
676973922,7
676973930,7.4444447
676973949,8.5
676974007,7
676974015,7
676974031,7
676974074,5
676974082,10
676974317,9
676974384,6.6666665
676974414,8
676974430,7.5
676974511,8.666667
676974546,6
676974554,8.25
676974562,7.6666665
676974597,6
676974619,10
676974627,8
676974694,3
676974708,6
676974716,10
676974775,6
676974791,8.3
676974805,8.214286
676974937,8
676975119,5
067697533X,8.333333
676975372,5
676975402,6
676975518,8
067697564X,8
676975658,8.666667
676975666,8
676975682,9
676975690,8
676975704,9
676975720,8
676975968,8
676975976,5
676976107,7
676976158,8
676976816,9
677829010,8
678002924,5
679000208,8
679000437,8
679000550,8
679001549,8
67900240,7
679002448,9
679002952,8
679003142,8
679003789,9
679003797,8
679003800,7
679003851,8
679003940,10
679004378,7
679004386,8
679004815,10
679005080,9
679005501,7
067900842X,6
679008535,10
067900856X,5
679008705,9.5
679015396,8
679015817,5
679016104,8
679016414,10
679016791,5
679017224,7
679017267,8
679017496,5
679018271,3
679018867,5
067901893X,8
679019367,3
679020136,8
679020489,7
679020691,7
679020748,5
679023305,7
679023755,8
679024905,7
679025057,5
679025561,10
679026649,9
679026762,7
679027270,9
679029583,7
679030034,7
679030155,9
679030158,7
679030441,5
679030883,7
679031502,5
679031650,7
679031871,5
679032568,7
679032576,8
679032592,7
679033416,6
679033513,7
679033742,8.5
679034757,8
679035028,5
067903515X,8
679035389,8
679035451,10
679035486,5
679100792,10
679143505,8
679146504,9
679204121,10
679303111,9
679307710,7
679307753,7
679307877,7
679308113,8
679308350,4.5
679308474,4.5
679308504,8.75
679308563,8
679308571,5
679308776,6.9
679308806,8.333333
679308814,5
679308857,8
679309063,5
679309411,8
067930942X,6
679309454,7.2
679309519,7
067930973X,8
679309772,8
679309810,9
679309853,4.3333335
679309977,8
679310002,10
679310037,9
679310045,7
067931007X,7
067931010X,7
679310347,5
679310363,9
679310371,9
679310401,4
067931041X,7
679310428,7
679310452,8.75
679310495,10
679310541,7
679310568,7.6666665
679310614,7
679310622,9
679310665,8.5
679310681,7
679310703,3
679310711,7.3846154
067931072X,7
679310738,6
679310746,7.6
679310770,5.2
679310940,7
679311017,9
067931105X,9
679311068,3
679311084,8
679311122,6
679311130,6
679311157,6
067931119X,8.5
679311203,8
679311254,5
679311270,8
679311297,7
679311300,9.5
679311335,7
679311343,8
679311378,7
679311386,8
679311408,7.5
679311416,5
679311459,7
679311688,8
679311718,9
67931178,10
679311793,7.5
679311807,7
679311831,7.6
679312048,6
679312064,7.857143
679312153,10
679312188,8
679312269,8
679312412,8.25
679312420,8.666667
679312544,8
679312668,8
679312692,9.5
679312811,8
679312951,9
679313095,8
06793O8571,6
679400303,8
679400311,7
679400516,7.888889
679400621,9
679400702,7.111111
679400788,5
679401032,7.571429
679401334,7.5
679401342,6.5
679401350,7.5
679401377,7.3333335
679401385,6.4
679401407,7
679401431,7
679401881,5
067940211X,9.5
679402160,5
679402187,7.75
679402195,8.333333
67940229,6
679402292,7.25
679402470,7.6666665
679402535,9
679402543,6
679402756,7
679402829,5
679402837,5
679402861,7
067940337X,5
679403469,9
679403477,7
679403558,7.5
679403566,4.5
679403582,8
679403612,8.428572
679403914,7
679403922,7.2
679404120,7
067940418X,6
679404252,7
679404325,6
679404430,8
679404457,10
679404465,10
679404597,10
679404775,8
679404856,8
679404864,7.5
679405127,7
679405135,6.142857
679405283,6.92
679405429,9
679405437,9
679405526,10
679405607,9
679405712,10
679405755,10
067940581X,7
679405828,9
679405887,8
679406018,8
679406220,7
679406417,9.5
679406573,5
679406743,9
067940676X,8.875
679406832,7.25
679406859,5
679406891,9
067940693X,7
679407022,6
679407111,9
67940712,9
067940712X,8.625
679407588,9
679407596,7
067940774X,9
679408126,8
679408142,5
679408193,7.6666665
679408274,8
679408363,7.6666665
679408371,6.25
679408517,9
679408525,8
679408738,5
679408835,7
679408908,5
679408932,5
679409041,7.25
679409424,6.5
679409440,10
067940967X,9
679409793,9
679409866,8
679409874,9
679410007,8
679410031,5
679410139,8.25
679410325,8.5
679410341,7
679410430,9.25
679410449,9
679410465,6
679410538,7
679410554,6
679410562,7
679410775,10
679411089,8.75
679411151,6
679411186,5
679411267,7.6666665
067941133X,6.5
679411496,8
679411585,9
679411607,7.1666665
679411623,6
679411674,6.6
067941195X,9
679412018,5
679412069,6.5
679412190,8
679412247,7.6
679412271,9
679412379,8
679412476,6.25
679412581,6
679412719,8
679412735,5
679412786,9
679412913,6
679412921,5
679412956,7.5384617
679413065,5.5
067941309X,5
679413138,7.2
679413278,9
679413383,9
679413464,7
679413685,5.5
067941388X,6.857143
679413936,2
679414266,4
679414568,6
679414592,5
679414614,7.8
679414770,7.3333335
679415025,6
679415238,8
679415327,10
679415394,6
679415440,9
679415599,7
679415602,8
679415610,9
679415629,7.5
679415645,9
679415688,5.5
679415696,6
679415750,10
679415823,9
679415858,5
679415866,5.8
679415874,7
067941603X,7
679416412,8
679416447,6.5
679416463,8.666667
679416498,8.2
679416501,9
679416714,6
679416730,8
679416749,5
679416781,7.5
679416803,9
679416889,5
679416900,5
679417125,7
679417214,9
679417249,10
679417397,9.166667
679417400,7
679417524,8
679417648,8.857142
679417680,7
